Region,Fuel,Year,Value,Variable
CZ,Gas_Synth,2050,9.099062214579478,Fuel Costs in MEUR/PJ
DE,Gas_Synth,2050,-54.6832197400648,Fuel Costs in MEUR/PJ
DK,Gas_Synth,2050,-56.01009385133949,Fuel Costs in MEUR/PJ
EE,Gas_Synth,2050,6.595327018826583,Fuel Costs in MEUR/PJ
ES,Gas_Synth,2050,-5.4705244371745305,Fuel Costs in MEUR/PJ
FI,Gas_Synth,2050,10.053915880704515,Fuel Costs in MEUR/PJ
FR,Gas_Synth,2050,13.876380963588403,Fuel Costs in MEUR/PJ
GR,Gas_Synth,2050,6.979554957085901,Fuel Costs in MEUR/PJ
HR,Gas_Synth,2050,8.11809439624408,Fuel Costs in MEUR/PJ
HU,Gas_Synth,2050,6.179123917117476,Fuel Costs in MEUR/PJ
IE,Gas_Synth,2050,-22.58665560055658,Fuel Costs in MEUR/PJ
IT,Gas_Synth,2050,8.783495024138762,Fuel Costs in MEUR/PJ
LT,Gas_Synth,2050,-5.451225393460159,Fuel Costs in MEUR/PJ
LU,Gas_Synth,2050,8.558361501131946,Fuel Costs in MEUR/PJ
LV,Gas_Synth,2050,12.321193348854004,Fuel Costs in MEUR/PJ
NL,Gas_Synth,2050,-73.02252149715002,Fuel Costs in MEUR/PJ
NO,Gas_Synth,2050,-0.8523692056328054,Fuel Costs in MEUR/PJ
PL,Gas_Synth,2050,-62.44314098463726,Fuel Costs in MEUR/PJ
PT,Gas_Synth,2050,14.110249814328391,Fuel Costs in MEUR/PJ
RO,Gas_Synth,2050,12.066827850297955,Fuel Costs in MEUR/PJ
SE,Gas_Synth,2050,14.914879641182774,Fuel Costs in MEUR/PJ
SI,Gas_Synth,2050,8.675925974252877,Fuel Costs in MEUR/PJ
SK,Gas_Synth,2050,7.474773420309761,Fuel Costs in MEUR/PJ
TR,Gas_Synth,2050,10.652124193187666,Fuel Costs in MEUR/PJ
UK,Gas_Synth,2050,-31.864461419490134,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Synth,2050,7.5972371543945,Fuel Costs in MEUR/PJ
AT,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
BE,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
BG,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
CH,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
CZ,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
DE,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
DK,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
EE,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
ES,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
FI,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
FR,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
GR,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
HR,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
HU,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
IE,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
IT,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
LT,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
LU,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
LV,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
NL,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
NO,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
PL,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
PT,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
RO,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
SE,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
SI,Biofuel,2050,6.985313581886249,Fuel Costs in MEUR/PJ
SK,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
TR,Biofuel,2050,6.985313581886248,Fuel Costs in MEUR/PJ
UK,Biofuel,2050,6.985313581886251,Fuel Costs in MEUR/PJ
NONEU_Balkan,Biofuel,2050,6.98531358188625,Fuel Costs in MEUR/PJ
AT,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
BE,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
BG,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
CH,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
CZ,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
DE,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
DK,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
EE,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
ES,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
FI,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
FR,Biomass,2018,14.015143278482713,Fuel Costs in EUR/MWh
GR,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
HR,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
HU,Biomass,2018,14.015143278482713,Fuel Costs in EUR/MWh
IE,Biomass,2018,14.015143278482713,Fuel Costs in EUR/MWh
IT,Biomass,2018,14.015143278482713,Fuel Costs in EUR/MWh
LT,Biomass,2018,14.015143278482713,Fuel Costs in EUR/MWh
LU,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
LV,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
NL,Biomass,2018,14.015143278482718,Fuel Costs in EUR/MWh
NO,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
PL,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
PT,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
RO,Biomass,2018,14.015143278482713,Fuel Costs in EUR/MWh
SE,Biomass,2018,14.01514327848271,Fuel Costs in EUR/MWh
SI,Biomass,2018,14.015143278482716,Fuel Costs in EUR/MWh
SK,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
TR,Biomass,2018,13.934919015876263,Fuel Costs in EUR/MWh
UK,Biomass,2018,14.015143278482714,Fuel Costs in EUR/MWh
NONEU_Balkan,Biomass,2018,14.015143278482709,Fuel Costs in EUR/MWh
AT,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
BE,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
BG,Hardcoal,2018,8.656184141279999,Fuel Costs in EUR/MWh
CH,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
CZ,Hardcoal,2018,8.656184141279999,Fuel Costs in EUR/MWh
DE,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
DK,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
EE,Hardcoal,2018,8.656184141279999,Fuel Costs in EUR/MWh
ES,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
FI,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
FR,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
GR,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
HR,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
HU,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
IE,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
IT,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
LT,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
LU,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
LV,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
NL,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
NO,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
PL,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
PT,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
RO,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
SE,Hardcoal,2018,8.656184141279999,Fuel Costs in EUR/MWh
SI,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
SK,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
TR,Hardcoal,2018,8.656184141279999,Fuel Costs in EUR/MWh
UK,Hardcoal,2018,8.656184141280002,Fuel Costs in EUR/MWh
NONEU_Balkan,Hardcoal,2018,8.65618414128,Fuel Costs in EUR/MWh
AT,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
BE,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
BG,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
CH,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
CZ,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
DE,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
DK,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
EE,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
ES,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
FI,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
FR,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
GR,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
HR,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
HU,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
IE,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
IT,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
LT,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
LU,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
LV,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
NL,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
NO,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
PL,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
PT,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
RO,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
SE,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
SI,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
SK,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
TR,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
UK,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
NONEU_Balkan,H2,2018,356.40000000000003,Fuel Costs in EUR/MWh
AT,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
BE,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
BG,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
CH,Gas_Natural,2018,16.82868253458701,Fuel Costs in EUR/MWh
CZ,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
DE,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
DK,Gas_Natural,2018,16.82868253458701,Fuel Costs in EUR/MWh
EE,Gas_Natural,2018,16.82868253458701,Fuel Costs in EUR/MWh
ES,Gas_Natural,2018,16.828682534587017,Fuel Costs in EUR/MWh
FI,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
FR,Gas_Natural,2018,16.828682534587017,Fuel Costs in EUR/MWh
GR,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
HR,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
HU,Gas_Natural,2018,16.82868253458701,Fuel Costs in EUR/MWh
IE,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
IT,Gas_Natural,2018,16.828682534587017,Fuel Costs in EUR/MWh
LT,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
LU,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
LV,Gas_Natural,2018,16.82868253458701,Fuel Costs in EUR/MWh
NL,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
NO,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
PL,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
PT,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
RO,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
SE,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
SI,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
SK,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
TR,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
UK,Gas_Natural,2018,16.828682534587013,Fuel Costs in EUR/MWh
NONEU_Balkan,Gas_Natural,2018,16.828682534587017,Fuel Costs in EUR/MWh
AT,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
BE,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
BG,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
CH,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
CZ,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
DE,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
DK,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
EE,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
ES,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
FI,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
FR,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
GR,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
HR,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
HU,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
IE,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
IT,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
LT,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
LU,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
LV,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
NL,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
NO,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
PL,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
PT,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
RO,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
SE,Nuclear,2018,2.94090069787234,Fuel Costs in EUR/MWh
SI,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
SK,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
TR,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
UK,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
NONEU_Balkan,Nuclear,2018,2.9409006978723404,Fuel Costs in EUR/MWh
AT,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
BE,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
BG,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
CH,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
CZ,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
DE,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
DK,Oil,2018,16.29192316805224,Fuel Costs in EUR/MWh
EE,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
ES,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
FI,Oil,2018,16.291923168052243,Fuel Costs in EUR/MWh
FR,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
GR,Oil,2018,32.664705320520014,Fuel Costs in EUR/MWh
HR,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
HU,Oil,2018,16.291923168052243,Fuel Costs in EUR/MWh
IE,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
IT,Oil,2018,16.291923168052243,Fuel Costs in EUR/MWh
LT,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
LU,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
LV,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
NL,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
NO,Oil,2018,16.291923168052246,Fuel Costs in EUR/MWh
PL,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
PT,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
RO,Oil,2018,16.291923168052243,Fuel Costs in EUR/MWh
SE,Oil,2018,16.291923168052243,Fuel Costs in EUR/MWh
SI,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
SK,Oil,2018,16.291923168052243,Fuel Costs in EUR/MWh
TR,Oil,2018,32.664705320520014,Fuel Costs in EUR/MWh
UK,Oil,2018,16.29192316805224,Fuel Costs in EUR/MWh
NONEU_Balkan,Oil,2018,32.66470532052001,Fuel Costs in EUR/MWh
AT,Mobility_Freight,2018,110.60834346862775,Fuel Costs in EUR/MWh
BE,Mobility_Freight,2018,118.15963235432385,Fuel Costs in EUR/MWh
BG,Mobility_Freight,2018,102.98462789299991,Fuel Costs in EUR/MWh
CH,Mobility_Freight,2018,109.16967722773738,Fuel Costs in EUR/MWh
CZ,Mobility_Freight,2018,115.40578373841501,Fuel Costs in EUR/MWh
DE,Mobility_Freight,2018,115.70818390885859,Fuel Costs in EUR/MWh
DK,Mobility_Freight,2018,84.7158937408451,Fuel Costs in EUR/MWh
EE,Mobility_Freight,2018,95.73636702353349,Fuel Costs in EUR/MWh
ES,Mobility_Freight,2018,136.8758542264563,Fuel Costs in EUR/MWh
FI,Mobility_Freight,2018,76.64798671036748,Fuel Costs in EUR/MWh
FR,Mobility_Freight,2018,129.85158046808297,Fuel Costs in EUR/MWh
GR,Mobility_Freight,2018,138.7740839674472,Fuel Costs in EUR/MWh
HR,Mobility_Freight,2018,117.65841689483314,Fuel Costs in EUR/MWh
HU,Mobility_Freight,2018,74.95753231781883,Fuel Costs in EUR/MWh
IE,Mobility_Freight,2018,140.75037118759164,Fuel Costs in EUR/MWh
IT,Mobility_Freight,2018,83.17768492345691,Fuel Costs in EUR/MWh
LT,Mobility_Freight,2018,78.59351193751252,Fuel Costs in EUR/MWh
LU,Mobility_Freight,2018,128.49827293435473,Fuel Costs in EUR/MWh
LV,Mobility_Freight,2018,81.14849679753681,Fuel Costs in EUR/MWh
NL,Mobility_Freight,2018,103.52776656566239,Fuel Costs in EUR/MWh
NO,Mobility_Freight,2018,81.32406805053249,Fuel Costs in EUR/MWh
PL,Mobility_Freight,2018,115.92306350937129,Fuel Costs in EUR/MWh
PT,Mobility_Freight,2018,127.58602594219818,Fuel Costs in EUR/MWh
RO,Mobility_Freight,2018,66.59760895475716,Fuel Costs in EUR/MWh
SE,Mobility_Freight,2018,75.93489734709986,Fuel Costs in EUR/MWh
SI,Mobility_Freight,2018,108.09979566183743,Fuel Costs in EUR/MWh
SK,Mobility_Freight,2018,74.83323945636265,Fuel Costs in EUR/MWh
TR,Mobility_Freight,2018,118.20548780643503,Fuel Costs in EUR/MWh
UK,Mobility_Freight,2018,85.22879303500937,Fuel Costs in EUR/MWh
NONEU_Balkan,Mobility_Freight,2018,118.44537399001247,Fuel Costs in EUR/MWh
AT,Mobility_Passenger,2018,63.05234808153198,Fuel Costs in EUR/MWh
BE,Mobility_Passenger,2018,67.89986866847745,Fuel Costs in EUR/MWh
BG,Mobility_Passenger,2018,70.17292319550891,Fuel Costs in EUR/MWh
CH,Mobility_Passenger,2018,63.84806631992094,Fuel Costs in EUR/MWh
CZ,Mobility_Passenger,2018,63.21033983276962,Fuel Costs in EUR/MWh
DE,Mobility_Passenger,2018,66.47690578108242,Fuel Costs in EUR/MWh
DK,Mobility_Passenger,2018,46.989026865393015,Fuel Costs in EUR/MWh
EE,Mobility_Passenger,2018,70.40005372009192,Fuel Costs in EUR/MWh
ES,Mobility_Passenger,2018,67.36890632009158,Fuel Costs in EUR/MWh
FI,Mobility_Passenger,2018,47.42714961749045,Fuel Costs in EUR/MWh
FR,Mobility_Passenger,2018,66.25417973952234,Fuel Costs in EUR/MWh
GR,Mobility_Passenger,2018,70.93755413328773,Fuel Costs in EUR/MWh
HR,Mobility_Passenger,2018,70.26023572946794,Fuel Costs in EUR/MWh
HU,Mobility_Passenger,2018,45.94393531260393,Fuel Costs in EUR/MWh
IE,Mobility_Passenger,2018,69.96820564363613,Fuel Costs in EUR/MWh
IT,Mobility_Passenger,2018,47.06953163120195,Fuel Costs in EUR/MWh
LT,Mobility_Passenger,2018,71.5915969423967,Fuel Costs in EUR/MWh
LU,Mobility_Passenger,2018,69.51960500670441,Fuel Costs in EUR/MWh
LV,Mobility_Passenger,2018,70.73435072279351,Fuel Costs in EUR/MWh
NL,Mobility_Passenger,2018,65.94607315072403,Fuel Costs in EUR/MWh
NO,Mobility_Passenger,2018,47.091390796455556,Fuel Costs in EUR/MWh
PL,Mobility_Passenger,2018,67.4905970708719,Fuel Costs in EUR/MWh
PT,Mobility_Passenger,2018,69.5786369913966,Fuel Costs in EUR/MWh
RO,Mobility_Passenger,2018,46.68380673377858,Fuel Costs in EUR/MWh
SE,Mobility_Passenger,2018,46.188981944081576,Fuel Costs in EUR/MWh
SI,Mobility_Passenger,2018,71.086914591184,Fuel Costs in EUR/MWh
SK,Mobility_Passenger,2018,46.459001785160204,Fuel Costs in EUR/MWh
TR,Mobility_Passenger,2018,66.87846171757974,Fuel Costs in EUR/MWh
UK,Mobility_Passenger,2018,46.028853832315896,Fuel Costs in EUR/MWh
NONEU_Balkan,Mobility_Passenger,2018,71.00890151692356,Fuel Costs in EUR/MWh
AT,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
BE,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
BG,Lignite,2018,8.368796296296297,Fuel Costs in EUR/MWh
CH,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
CZ,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
DE,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
DK,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
EE,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
ES,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
FI,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
FR,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
GR,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
HR,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
HU,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
IE,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
IT,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
LT,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
LU,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
LV,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
NL,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
NO,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
PL,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
PT,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
RO,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
SE,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
SI,Lignite,2018,8.368796296296297,Fuel Costs in EUR/MWh
SK,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
TR,Lignite,2018,8.368796296296297,Fuel Costs in EUR/MWh
UK,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
NONEU_Balkan,Lignite,2018,8.368796296296296,Fuel Costs in EUR/MWh
AT,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
BE,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
BG,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
CH,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
CZ,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
DE,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
DK,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
EE,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
ES,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
FI,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
FR,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
GR,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
HR,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
HU,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
IE,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
IT,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
LT,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
LU,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
LV,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
NL,Gas_Bio,2018,35.93626481662235,Fuel Costs in EUR/MWh
NO,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
PL,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
PT,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
RO,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
SE,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
SI,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
SK,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
TR,Gas_Bio,2018,35.7305615791699,Fuel Costs in EUR/MWh
UK,Gas_Bio,2018,35.93626481662234,Fuel Costs in EUR/MWh
NONEU_Balkan,Gas_Bio,2018,35.936264816622334,Fuel Costs in EUR/MWh
AT,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
BE,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
BG,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
CH,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
CZ,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
DE,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
DK,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
EE,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
ES,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
FI,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
FR,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
GR,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
HR,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
HU,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
IE,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
IT,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
LT,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
LU,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
LV,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
NL,Gas_Synth,2018,600.1093840167741,Fuel Costs in EUR/MWh
