Region,Fuel,Year,Value,Variable
UK,Gas_Natural,2040,12.90918103167519,Fuel Costs in EUR/MWh
NONEU_Balkan,Gas_Natural,2040,12.90918103167519,Fuel Costs in EUR/MWh
AT,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
BE,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
BG,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
CH,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
CZ,Nuclear,2040,2.352720558297873,Fuel Costs in EUR/MWh
DE,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
DK,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
EE,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
ES,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
FI,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
FR,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
GR,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
HR,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
HU,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
IE,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
IT,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
LT,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
LU,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
LV,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
NL,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
NO,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
PL,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
PT,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
RO,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
SE,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
SI,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
SK,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
TR,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
UK,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
NONEU_Balkan,Nuclear,2040,2.352720558297872,Fuel Costs in EUR/MWh
AT,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
BE,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
BG,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
CH,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
CZ,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
DE,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
DK,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
EE,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
ES,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
FI,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
FR,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
GR,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
HR,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
HU,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
IE,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
IT,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
LT,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
LU,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
LV,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
NL,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
NO,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
PL,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
PT,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
RO,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
SE,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
SI,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
SK,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
TR,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
UK,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
NONEU_Balkan,Oil,2040,20.5919996458176,Fuel Costs in EUR/MWh
AT,Mobility_Freight,2040,38.52578542552758,Fuel Costs in EUR/MWh
BE,Mobility_Freight,2040,43.795834894969516,Fuel Costs in EUR/MWh
BG,Mobility_Freight,2040,47.59605836075197,Fuel Costs in EUR/MWh
CH,Mobility_Freight,2040,33.859126556951495,Fuel Costs in EUR/MWh
CZ,Mobility_Freight,2040,34.18664920088861,Fuel Costs in EUR/MWh
DE,Mobility_Freight,2040,-3.872782325470639,Fuel Costs in EUR/MWh
DK,Mobility_Freight,2040,2.305815474735921,Fuel Costs in EUR/MWh
EE,Mobility_Freight,2040,29.684623893704583,Fuel Costs in EUR/MWh
ES,Mobility_Freight,2040,31.06734524630241,Fuel Costs in EUR/MWh
FI,Mobility_Freight,2040,35.21170457081493,Fuel Costs in EUR/MWh
FR,Mobility_Freight,2040,43.35983601495975,Fuel Costs in EUR/MWh
GR,Mobility_Freight,2040,36.76441105281015,Fuel Costs in EUR/MWh
HR,Mobility_Freight,2040,36.64183950542196,Fuel Costs in EUR/MWh
HU,Mobility_Freight,2040,33.306528316865055,Fuel Costs in EUR/MWh
IE,Mobility_Freight,2040,14.583459848640885,Fuel Costs in EUR/MWh
IT,Mobility_Freight,2040,37.374540448628125,Fuel Costs in EUR/MWh
LT,Mobility_Freight,2040,20.394553596724574,Fuel Costs in EUR/MWh
LU,Mobility_Freight,2040,38.83225985143565,Fuel Costs in EUR/MWh
LV,Mobility_Freight,2040,29.66710037772214,Fuel Costs in EUR/MWh
NL,Mobility_Freight,2040,17.313211344973112,Fuel Costs in EUR/MWh
NO,Mobility_Freight,2040,32.56154256126898,Fuel Costs in EUR/MWh
PL,Mobility_Freight,2040,19.81496930627037,Fuel Costs in EUR/MWh
PT,Mobility_Freight,2040,41.239555704724694,Fuel Costs in EUR/MWh
RO,Mobility_Freight,2040,44.95674770088124,Fuel Costs in EUR/MWh
SE,Mobility_Freight,2040,38.39641134022061,Fuel Costs in EUR/MWh
SI,Mobility_Freight,2040,32.7904055344058,Fuel Costs in EUR/MWh
SK,Mobility_Freight,2040,33.065672574267495,Fuel Costs in EUR/MWh
TR,Mobility_Freight,2040,39.162635744552695,Fuel Costs in EUR/MWh
UK,Mobility_Freight,2040,11.291634849316328,Fuel Costs in EUR/MWh
NONEU_Balkan,Mobility_Freight,2040,36.19988727344565,Fuel Costs in EUR/MWh
AT,Mobility_Passenger,2040,30.889904546955826,Fuel Costs in EUR/MWh
BE,Mobility_Passenger,2040,29.423295325522794,Fuel Costs in EUR/MWh
BG,Mobility_Passenger,2040,34.90571875934697,Fuel Costs in EUR/MWh
CH,Mobility_Passenger,2040,27.28817858281045,Fuel Costs in EUR/MWh
CZ,Mobility_Passenger,2040,26.617315798626592,Fuel Costs in EUR/MWh
DE,Mobility_Passenger,2040,-13.620239027060673,Fuel Costs in EUR/MWh
DK,Mobility_Passenger,2040,-3.482867635583551,Fuel Costs in EUR/MWh
EE,Mobility_Passenger,2040,28.26788763933495,Fuel Costs in EUR/MWh
ES,Mobility_Passenger,2040,21.957319861395572,Fuel Costs in EUR/MWh
FI,Mobility_Passenger,2040,29.97373507441041,Fuel Costs in EUR/MWh
FR,Mobility_Passenger,2040,33.31985605699046,Fuel Costs in EUR/MWh
GR,Mobility_Passenger,2040,28.071218038776237,Fuel Costs in EUR/MWh
HR,Mobility_Passenger,2040,28.64752303563406,Fuel Costs in EUR/MWh
HU,Mobility_Passenger,2040,25.660912997202686,Fuel Costs in EUR/MWh
IE,Mobility_Passenger,2040,17.627274578581325,Fuel Costs in EUR/MWh
IT,Mobility_Passenger,2040,29.26418422723555,Fuel Costs in EUR/MWh
LT,Mobility_Passenger,2040,22.57270987475567,Fuel Costs in EUR/MWh
LU,Mobility_Passenger,2040,27.946947581891113,Fuel Costs in EUR/MWh
LV,Mobility_Passenger,2040,32.4548553719128,Fuel Costs in EUR/MWh
NL,Mobility_Passenger,2040,-14.329859234739853,Fuel Costs in EUR/MWh
NO,Mobility_Passenger,2040,25.77436629708812,Fuel Costs in EUR/MWh
PL,Mobility_Passenger,2040,14.398248036413232,Fuel Costs in EUR/MWh
PT,Mobility_Passenger,2040,33.867110632818,Fuel Costs in EUR/MWh
RO,Mobility_Passenger,2040,31.315680304458784,Fuel Costs in EUR/MWh
SE,Mobility_Passenger,2040,32.228786010185765,Fuel Costs in EUR/MWh
SI,Mobility_Passenger,2040,29.540591180561375,Fuel Costs in EUR/MWh
SK,Mobility_Passenger,2040,27.304803750433194,Fuel Costs in EUR/MWh
TR,Mobility_Passenger,2040,29.765909746621826,Fuel Costs in EUR/MWh
UK,Mobility_Passenger,2040,14.961423907028893,Fuel Costs in EUR/MWh
NONEU_Balkan,Mobility_Passenger,2040,28.47945674976595,Fuel Costs in EUR/MWh
AT,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
BE,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
BG,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
CH,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
CZ,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
DE,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
DK,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
EE,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
ES,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
FI,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
FR,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
GR,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
HR,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
HU,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
IE,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
IT,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
LT,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
LU,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
LV,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
NL,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
NO,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
PL,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
PT,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
RO,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
SE,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
SI,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
SK,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
TR,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
UK,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
NONEU_Balkan,Lignite,2040,4.144393628092591,Fuel Costs in EUR/MWh
AT,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
BE,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
BG,Gas_Bio,2040,27.52609267903495,Fuel Costs in EUR/MWh
CH,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
CZ,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
DE,Gas_Bio,2040,27.52609267903495,Fuel Costs in EUR/MWh
DK,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
EE,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
ES,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
FI,Gas_Bio,2040,27.52609267903495,Fuel Costs in EUR/MWh
FR,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
GR,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
HR,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
HU,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
IE,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
IT,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
LT,Gas_Bio,2040,27.526092679034935,Fuel Costs in EUR/MWh
LU,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
LV,Gas_Bio,2040,27.526092679034935,Fuel Costs in EUR/MWh
NL,Gas_Bio,2040,27.526092679034935,Fuel Costs in EUR/MWh
NO,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
PL,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
PT,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
RO,Gas_Bio,2040,27.526092679034942,Fuel Costs in EUR/MWh
SE,Gas_Bio,2040,27.52609267903495,Fuel Costs in EUR/MWh
SI,Gas_Bio,2040,27.52609267903495,Fuel Costs in EUR/MWh
SK,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
TR,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
UK,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
NONEU_Balkan,Gas_Bio,2040,27.526092679034953,Fuel Costs in EUR/MWh
AT,Gas_Synth,2040,60.21023964246698,Fuel Costs in EUR/MWh
BE,Gas_Synth,2040,39.97491727568058,Fuel Costs in EUR/MWh
BG,Gas_Synth,2040,64.65553280807072,Fuel Costs in EUR/MWh
CH,Gas_Synth,2040,43.15239619449351,Fuel Costs in EUR/MWh
CZ,Gas_Synth,2040,39.976807124066056,Fuel Costs in EUR/MWh
DE,Gas_Synth,2040,-146.9894761040898,Fuel Costs in EUR/MWh
DK,Gas_Synth,2040,-102.940284902225,Fuel Costs in EUR/MWh
EE,Gas_Synth,2040,34.513957246322676,Fuel Costs in EUR/MWh
ES,Gas_Synth,2040,11.987804799916322,Fuel Costs in EUR/MWh
FI,Gas_Synth,2040,45.40145592363643,Fuel Costs in EUR/MWh
FR,Gas_Synth,2040,64.93690231315679,Fuel Costs in EUR/MWh
GR,Gas_Synth,2040,32.453165452062414,Fuel Costs in EUR/MWh
HR,Gas_Synth,2040,37.462320441963875,Fuel Costs in EUR/MWh
HU,Gas_Synth,2040,29.991839139864254,Fuel Costs in EUR/MWh
IE,Gas_Synth,2040,84.2472195980013,Fuel Costs in EUR/MWh
IT,Gas_Synth,2040,41.87402078891431,Fuel Costs in EUR/MWh
LT,Gas_Synth,2040,6.623591955176532,Fuel Costs in EUR/MWh
LU,Gas_Synth,2040,36.17770266379388,Fuel Costs in EUR/MWh
LV,Gas_Synth,2040,53.68260681072426,Fuel Costs in EUR/MWh
NL,Gas_Synth,2040,-139.62676226324055,Fuel Costs in EUR/MWh
NO,Gas_Synth,2040,25.61638720529362,Fuel Costs in EUR/MWh
PL,Gas_Synth,2040,-22.122080807667214,Fuel Costs in EUR/MWh
PT,Gas_Synth,2040,61.29985225329401,Fuel Costs in EUR/MWh
RO,Gas_Synth,2040,54.57226582498861,Fuel Costs in EUR/MWh
SE,Gas_Synth,2040,59.67322861840278,Fuel Costs in EUR/MWh
SI,Gas_Synth,2040,38.49762233055049,Fuel Costs in EUR/MWh
SK,Gas_Synth,2040,36.855137209620494,Fuel Costs in EUR/MWh
TR,Gas_Synth,2040,47.77141811645211,Fuel Costs in EUR/MWh
UK,Gas_Synth,2040,84.2472195980013,Fuel Costs in EUR/MWh
NONEU_Balkan,Gas_Synth,2040,34.567859680627805,Fuel Costs in EUR/MWh
AT,Biofuel,2040,25.60900559145623,Fuel Costs in EUR/MWh
BE,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
BG,Biofuel,2040,25.609005591456217,Fuel Costs in EUR/MWh
CH,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
CZ,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
DE,Biofuel,2040,25.609005591456217,Fuel Costs in EUR/MWh
DK,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
EE,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
ES,Biofuel,2040,25.609005591456214,Fuel Costs in EUR/MWh
FI,Biofuel,2040,25.609005591456217,Fuel Costs in EUR/MWh
FR,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
GR,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
HR,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
HU,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
IE,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
IT,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
LT,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
LU,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
LV,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
NL,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
NO,Biofuel,2040,25.609005591456214,Fuel Costs in EUR/MWh
PL,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
PT,Biofuel,2040,25.609005591456214,Fuel Costs in EUR/MWh
RO,Biofuel,2040,25.60900559145621,Fuel Costs in EUR/MWh
SE,Biofuel,2040,25.609005591456217,Fuel Costs in EUR/MWh
SI,Biofuel,2040,25.609005591456217,Fuel Costs in EUR/MWh
SK,Biofuel,2040,25.609005591456224,Fuel Costs in EUR/MWh
TR,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
UK,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
NONEU_Balkan,Biofuel,2040,25.609005591456228,Fuel Costs in EUR/MWh
AT,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
BE,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
BG,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
CH,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
CZ,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
DE,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
DK,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
EE,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
ES,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
FI,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
FR,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
GR,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
HR,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
HU,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
IE,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
IT,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
LT,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
LU,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
LV,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
NL,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
NO,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
PL,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
PT,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
RO,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
SE,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
SI,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
SK,Biomass,2045,16.483027203606834,Fuel Costs in EUR/MWh
TR,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
UK,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
NONEU_Balkan,Biomass,2045,16.483027203606838,Fuel Costs in EUR/MWh
AT,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
BE,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
BG,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
CH,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
CZ,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
DE,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
DK,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
EE,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
ES,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
FI,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
FR,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
GR,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
HR,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
HU,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
IE,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
IT,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
LT,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
LU,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
LV,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
NL,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
NO,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
PL,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
PT,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
RO,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
SE,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
SI,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
SK,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
TR,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
UK,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
NONEU_Balkan,Hardcoal,2045,2.6584186209749996,Fuel Costs in EUR/MWh
AT,H2,2045,42.02839661065456,Fuel Costs in EUR/MWh
BE,H2,2045,26.030314632343575,Fuel Costs in EUR/MWh
BG,H2,2045,41.63670657100187,Fuel Costs in EUR/MWh
CH,H2,2045,26.93659965795128,Fuel Costs in EUR/MWh
CZ,H2,2045,26.23131650524623,Fuel Costs in EUR/MWh
DE,H2,2045,-134.8419020236155,Fuel Costs in EUR/MWh
DK,H2,2045,-111.71437091762951,Fuel Costs in EUR/MWh
EE,H2,2045,21.91768769625594,Fuel Costs in EUR/MWh
ES,H2,2045,-4.592561098447408,Fuel Costs in EUR/MWh
FI,H2,2045,29.4670565115603,Fuel Costs in EUR/MWh
FR,H2,2045,43.10790034887066,Fuel Costs in EUR/MWh
GR,H2,2045,20.00215873486138,Fuel Costs in EUR/MWh
HR,H2,2045,23.465170594585217,Fuel Costs in EUR/MWh
HU,H2,2045,18.039916663043808,Fuel Costs in EUR/MWh
IE,H2,2045,-68.85637299665866,Fuel Costs in EUR/MWh
IT,H2,2045,26.589223817639223,Fuel Costs in EUR/MWh
LT,H2,2045,-7.18983444643911,Fuel Costs in EUR/MWh
LU,H2,2045,23.4709235383505,Fuel Costs in EUR/MWh
LV,H2,2045,32.82135531791717,Fuel Costs in EUR/MWh
NL,H2,2045,-134.92309884374615,Fuel Costs in EUR/MWh
NO,H2,2045,7.595558063427503,Fuel Costs in EUR/MWh
PL,H2,2045,-103.70350087989829,Fuel Costs in EUR/MWh
PT,H2,2045,41.275641509531624,Fuel Costs in EUR/MWh
RO,H2,2045,35.90323334338121,Fuel Costs in EUR/MWh
SE,H2,2045,39.74348735139696,Fuel Costs in EUR/MWh
SI,H2,2045,25.927465433669653,Fuel Costs in EUR/MWh
SK,H2,2045,23.86688382845591,Fuel Costs in EUR/MWh
TR,H2,2045,31.236340375427424,Fuel Costs in EUR/MWh
UK,H2,2045,48.0024,Fuel Costs in EUR/MWh
NONEU_Balkan,H2,2045,21.81139564385449,Fuel Costs in EUR/MWh
AT,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
BE,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
BG,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
CH,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
CZ,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
DE,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
DK,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
EE,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
ES,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
FI,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
FR,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
GR,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
HR,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
HU,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
IE,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
IT,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
LT,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
LU,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
LV,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
NL,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
NO,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
PL,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
PT,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
RO,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
SE,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
SI,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
SK,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
TR,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
UK,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
NONEU_Balkan,Gas_Natural,2045,10.004615299548274,Fuel Costs in EUR/MWh
AT,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
BE,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
BG,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
CH,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
CZ,Nuclear,2045,2.352720558297873,Fuel Costs in EUR/MWh
DE,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
DK,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
EE,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
ES,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
FI,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
FR,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
GR,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
HR,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
HU,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
IE,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
IT,Nuclear,2045,2.352720558297872,Fuel Costs in EUR/MWh
