x1;x2;x3;y;;x1;x2;x3;y;diff;
2025;RES_Hydro_Large;TR;160,7240821;;2025;RES_Hydro_Large;TR;160,7240821;0;0%
2030;RES_Hydro_Large;TR;160,7240821;;2030;RES_Hydro_Large;TR;160,7240821;0;0%
2035;RES_Hydro_Large;TR;160,7240821;;2035;RES_Hydro_Large;TR;160,7240821;0;0%
2040;RES_Hydro_Large;TR;160,7240821;;2040;RES_Hydro_Large;TR;160,7240821;0;0%
2045;RES_Hydro_Large;TR;160,7240821;;2045;RES_Hydro_Large;TR;160,7240821;0;0%
2050;RES_Hydro_Large;TR;160,7240821;;2050;RES_Hydro_Large;TR;160,7240821;0;0%
2018;RES_Hydro_Small;TR;23,31385966;;2018;RES_Hydro_Small;TR;56,49107786;-33,17721821;-142%
2025;RES_Hydro_Small;TR;56,49107786;;2025;RES_Hydro_Small;TR;56,49107786;0;0%
2030;RES_Hydro_Small;TR;56,49107786;;2030;RES_Hydro_Small;TR;56,49107786;0;0%
2035;RES_Hydro_Small;TR;56,49107786;;2035;RES_Hydro_Small;TR;56,49107786;0;0%
2040;RES_Hydro_Small;TR;56,49107786;;2040;RES_Hydro_Small;TR;56,49107786;0;0%
2045;RES_Hydro_Small;TR;56,49107786;;2045;RES_Hydro_Small;TR;56,49107786;0;0%
2050;RES_Hydro_Small;TR;56,49107786;;2050;RES_Hydro_Small;TR;56,49107786;0;0%
2018;RES_Ocean;TR;0;;2018;RES_Ocean;TR;0;0;#DIV/0!
2025;RES_Ocean;TR;0;;2025;RES_Ocean;TR;0;0;#DIV/0!
2030;RES_Ocean;TR;0;;2030;RES_Ocean;TR;0;0;#DIV/0!
2035;RES_Ocean;TR;0;;2035;RES_Ocean;TR;0;0;#DIV/0!
2040;RES_Ocean;TR;0;;2040;RES_Ocean;TR;0;0;#DIV/0!
2045;RES_Ocean;TR;0;;2045;RES_Ocean;TR;0;0;#DIV/0!
2050;RES_Ocean;TR;0;;2050;RES_Ocean;TR;0;0;#DIV/0!
2018;RES_Paper_Cardboard;TR;0;;2018;RES_Paper_Cardboard;TR;0;0;#DIV/0!
2025;RES_Paper_Cardboard;TR;15,0093011;;2025;RES_Paper_Cardboard;TR;15,0093011;0;0%
2030;RES_Paper_Cardboard;TR;14,85229558;;2030;RES_Paper_Cardboard;TR;14,85229558;0;0%
2035;RES_Paper_Cardboard;TR;14,74239172;;2035;RES_Paper_Cardboard;TR;14,74239172;0;0%
2040;RES_Paper_Cardboard;TR;14,63248786;;2040;RES_Paper_Cardboard;TR;0;14,63248786;100%
2045;RES_Paper_Cardboard;TR;0;;2045;RES_Paper_Cardboard;TR;0;0;#DIV/0!
2050;RES_Paper_Cardboard;TR;0;;2050;RES_Paper_Cardboard;TR;0;0;#DIV/0!
2018;RES_PV_Rooftop_Commercial;TR;0;;2018;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2025;RES_PV_Rooftop_Commercial;TR;0;;2025;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2030;RES_PV_Rooftop_Commercial;TR;0;;2030;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2035;RES_PV_Rooftop_Commercial;TR;0;;2035;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2040;RES_PV_Rooftop_Commercial;TR;0;;2040;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2045;RES_PV_Rooftop_Commercial;TR;0;;2045;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2050;RES_PV_Rooftop_Commercial;TR;0;;2050;RES_PV_Rooftop_Commercial;TR;0;0;#DIV/0!
2018;RES_PV_Rooftop_Residential;TR;0;;2018;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2025;RES_PV_Rooftop_Residential;TR;0;;2025;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2030;RES_PV_Rooftop_Residential;TR;0;;2030;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2035;RES_PV_Rooftop_Residential;TR;0;;2035;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2040;RES_PV_Rooftop_Residential;TR;0;;2040;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2045;RES_PV_Rooftop_Residential;TR;0;;2045;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2050;RES_PV_Rooftop_Residential;TR;0;;2050;RES_PV_Rooftop_Residential;TR;0;0;#DIV/0!
2018;RES_PV_Utility_Avg;TR;1,607560214;;2018;RES_PV_Utility_Avg;TR;1,607560214;0;0%
2025;RES_PV_Utility_Avg;TR;1,607560214;;2025;RES_PV_Utility_Avg;TR;1,607560214;0;0%
2030;RES_PV_Utility_Avg;TR;57,87071791;;2030;RES_PV_Utility_Avg;TR;126,8903152;-69,01959725;-119%
2035;RES_PV_Utility_Avg;TR;201,3064827;;2035;RES_PV_Utility_Avg;TR;274,0669695;-72,7604868;-36%
2040;RES_PV_Utility_Avg;TR;350,0109653;;2040;RES_PV_Utility_Avg;TR;422,0244515;-72,01348618;-21%
2045;RES_PV_Utility_Avg;TR;519,9329114;;2045;RES_PV_Utility_Avg;TR;600,9660089;-81,03309749;-16%
2050;RES_PV_Utility_Avg;TR;695,2794936;;2050;RES_PV_Utility_Avg;TR;738,4678095;-43,18831588;-6%
2018;RES_PV_Utility_Inf;TR;0;;2018;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2025;RES_PV_Utility_Inf;TR;0;;2025;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2030;RES_PV_Utility_Inf;TR;0;;2030;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2035;RES_PV_Utility_Inf;TR;0;;2035;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2040;RES_PV_Utility_Inf;TR;0;;2040;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2045;RES_PV_Utility_Inf;TR;0;;2045;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2050;RES_PV_Utility_Inf;TR;0;;2050;RES_PV_Utility_Inf;TR;0;0;#DIV/0!
2018;RES_PV_Utility_Opt;TR;0;;2018;RES_PV_Utility_Opt;TR;0;0;#DIV/0!
2025;RES_PV_Utility_Opt;TR;1684,301063;;2025;RES_PV_Utility_Opt;TR;1752,963031;-68,66196754;-4%
2030;RES_PV_Utility_Opt;TR;1806,471583;;2030;RES_PV_Utility_Opt;TR;1806,471583;0;0%
2035;RES_PV_Utility_Opt;TR;1806,471583;;2035;RES_PV_Utility_Opt;TR;1806,471583;0;0%
2040;RES_PV_Utility_Opt;TR;1806,471583;;2040;RES_PV_Utility_Opt;TR;1806,471583;0;0%
2045;RES_PV_Utility_Opt;TR;1806,471583;;2045;RES_PV_Utility_Opt;TR;1806,471583;0;0%
2050;RES_PV_Utility_Opt;TR;1806,471583;;2050;RES_PV_Utility_Opt;TR;1806,471583;0;0%
2018;RES_PV_Utility_Tracking;TR;0;;2018;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2025;RES_PV_Utility_Tracking;TR;0;;2025;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2030;RES_PV_Utility_Tracking;TR;0;;2030;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2035;RES_PV_Utility_Tracking;TR;0;;2035;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2040;RES_PV_Utility_Tracking;TR;0;;2040;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2045;RES_PV_Utility_Tracking;TR;0;;2045;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2050;RES_PV_Utility_Tracking;TR;0;;2050;RES_PV_Utility_Tracking;TR;0;0;#DIV/0!
2018;RES_Residues;TR;153,3948724;;2018;RES_Residues;TR;136,1654256;17,22944676;11%
2025;RES_Residues;TR;210,1302154;;2025;RES_Residues;TR;210,1302154;0;0%
2030;RES_Residues;TR;207,9321382;;2030;RES_Residues;TR;207,9321382;0;0%
2035;RES_Residues;TR;206,3934841;;2035;RES_Residues;TR;206,3934841;0;0%
2040;RES_Residues;TR;204,85483;;2040;RES_Residues;TR;204,85483;0;0%
2045;RES_Residues;TR;203,7777722;;2045;RES_Residues;TR;203,7777722;0;0%
2050;RES_Residues;TR;202,7007144;;2050;RES_Residues;TR;202,7007144;0;0%
2018;RES_Roundwood;TR;0;;2018;RES_Roundwood;TR;0;0;#DIV/0!
2025;RES_Roundwood;TR;0;;2025;RES_Roundwood;TR;0;0;#DIV/0!
2030;RES_Roundwood;TR;0;;2030;RES_Roundwood;TR;8,52686313;-8,52686313;#DIV/0!
2035;RES_Roundwood;TR;0;;2035;RES_Roundwood;TR;1,794390133;-1,794390133;#DIV/0!
2040;RES_Roundwood;TR;0;;2040;RES_Roundwood;TR;0;0;#DIV/0!
2045;RES_Roundwood;TR;0;;2045;RES_Roundwood;TR;0;0;#DIV/0!
2050;RES_Roundwood;TR;0;;2050;RES_Roundwood;TR;0;0;#DIV/0!
2018;RES_Wind_Offshore_Deep;TR;0;;2018;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2025;RES_Wind_Offshore_Deep;TR;0;;2025;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2030;RES_Wind_Offshore_Deep;TR;0;;2030;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2035;RES_Wind_Offshore_Deep;TR;0;;2035;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2040;RES_Wind_Offshore_Deep;TR;0;;2040;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2045;RES_Wind_Offshore_Deep;TR;0;;2045;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2050;RES_Wind_Offshore_Deep;TR;0;;2050;RES_Wind_Offshore_Deep;TR;0;0;#DIV/0!
2018;RES_Wind_Offshore_Shallow;TR;0;;2018;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2025;RES_Wind_Offshore_Shallow;TR;0;;2025;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2030;RES_Wind_Offshore_Shallow;TR;0;;2030;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2035;RES_Wind_Offshore_Shallow;TR;0;;2035;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2040;RES_Wind_Offshore_Shallow;TR;0;;2040;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2045;RES_Wind_Offshore_Shallow;TR;0;;2045;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2050;RES_Wind_Offshore_Shallow;TR;0;;2050;RES_Wind_Offshore_Shallow;TR;0;0;#DIV/0!
2018;RES_Wind_Offshore_Transitional;TR;0;;2018;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2025;RES_Wind_Offshore_Transitional;TR;0;;2025;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2030;RES_Wind_Offshore_Transitional;TR;0;;2030;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2035;RES_Wind_Offshore_Transitional;TR;0;;2035;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2040;RES_Wind_Offshore_Transitional;TR;0;;2040;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2045;RES_Wind_Offshore_Transitional;TR;0;;2045;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2050;RES_Wind_Offshore_Transitional;TR;0;;2050;RES_Wind_Offshore_Transitional;TR;0;0;#DIV/0!
2018;RES_Wind_Onshore_Avg;TR;59,13924729;;2018;RES_Wind_Onshore_Avg;TR;59,13924729;0;0%
2025;RES_Wind_Onshore_Avg;TR;59,13924729;;2025;RES_Wind_Onshore_Avg;TR;59,13924729;0;0%
2030;RES_Wind_Onshore_Avg;TR;35,96305578;;2030;RES_Wind_Onshore_Avg;TR;35,96305578;0;0%
2035;RES_Wind_Onshore_Avg;TR;35,96305578;;2035;RES_Wind_Onshore_Avg;TR;35,96305578;0;0%
2040;RES_Wind_Onshore_Avg;TR;35,96305578;;2040;RES_Wind_Onshore_Avg;TR;35,96305578;0;0%
2045;RES_Wind_Onshore_Avg;TR;35,96305578;;2045;RES_Wind_Onshore_Avg;TR;35,96305578;0;0%
2050;RES_Wind_Onshore_Avg;TR;35,96305578;;2050;RES_Wind_Onshore_Avg;TR;35,96305578;0;0%
2018;RES_Wind_Onshore_Inf;TR;0;;2018;RES_Wind_Onshore_Inf;TR;0;0;#DIV/0!
2025;RES_Wind_Onshore_Inf;TR;506,7708453;;2025;RES_Wind_Onshore_Inf;TR;511,9402296;-5,169384234;-1%
2030;RES_Wind_Onshore_Inf;TR;507,1329873;;2030;RES_Wind_Onshore_Inf;TR;512,3669477;-5,233960342;-1%
2035;RES_Wind_Onshore_Inf;TR;512,5347357;;2035;RES_Wind_Onshore_Inf;TR;517,3016654;-4,766929722;-1%
2040;RES_Wind_Onshore_Inf;TR;518,1942013;;2040;RES_Wind_Onshore_Inf;TR;517,3016654;0,892535913;0%
2045;RES_Wind_Onshore_Inf;TR;525,126299;;2045;RES_Wind_Onshore_Inf;TR;517,3016654;7,82463366;1%
2050;RES_Wind_Onshore_Inf;TR;523,612847;;2050;RES_Wind_Onshore_Inf;TR;529,8973922;-6,284545239;-1%
2018;RES_Wind_Onshore_Opt;TR;0;;2018;RES_Wind_Onshore_Opt;TR;0;0;#DIV/0!
2025;RES_Wind_Onshore_Opt;TR;638,7677773;;2025;RES_Wind_Onshore_Opt;TR;603,4017623;35,36601504;6%
2030;RES_Wind_Onshore_Opt;TR;638,7677773;;2030;RES_Wind_Onshore_Opt;TR;603,4017623;35,36601504;6%
2035;RES_Wind_Onshore_Opt;TR;652,5604308;;2035;RES_Wind_Onshore_Opt;TR;615,6250351;36,93539568;6%
2040;RES_Wind_Onshore_Opt;TR;668,5229591;;2040;RES_Wind_Onshore_Opt;TR;638,6778331;29,84512593;4%
2045;RES_Wind_Onshore_Opt;TR;668,7066936;;2045;RES_Wind_Onshore_Opt;TR;638,6778331;30,02886046;4%
2050;RES_Wind_Onshore_Opt;TR;679,0887128;;2050;RES_Wind_Onshore_Opt;TR;675,9497083;3,139004456;0%
2018;RES_Wood;TR;10,801944;;2018;RES_Wood;TR;10,801944;0;0%
2025;RES_Wood;TR;11,25697582;;2025;RES_Wood;TR;11,25697582;0;0%
2030;RES_Wood;TR;11,13922169;;2030;RES_Wood;TR;11,13922169;0;0%
2035;RES_Wood;TR;11,05679379;;2035;RES_Wood;TR;11,05679379;0;0%
2040;RES_Wood;TR;10,9743659;;2040;RES_Wood;TR;10,9743659;0;0%
2045;RES_Wood;TR;10,91666637;;2045;RES_Wood;TR;10,91666637;0;0%
2050;RES_Wood;TR;10,85896684;;2050;RES_Wood;TR;10,85896684;0;0%
2018;X_Biofuel;TR;0;;2018;X_Biofuel;TR;0;0;#DIV/0!
2025;X_Biofuel;TR;0;;2025;X_Biofuel;TR;174,0793657;-174,0793657;#DIV/0!
2030;X_Biofuel;TR;86,51081817;;2030;X_Biofuel;TR;183,9597217;-97,44890357;-113%
2035;X_Biofuel;TR;88,44107192;;2035;X_Biofuel;TR;198,680464;-110,2393921;-125%
2040;X_Biofuel;TR;74,34923357;;2040;X_Biofuel;TR;2,397963243;71,95127033;97%
2045;X_Biofuel;TR;69,22198793;;2045;X_Biofuel;TR;0;69,22198793;100%
2050;X_Biofuel;TR;5,082008418;;2050;X_Biofuel;TR;0,622286724;4,459721694;88%
2018;X_DAC_HT;TR;0;;2018;X_DAC_HT;TR;0;0;#DIV/0!
2025;X_DAC_HT;TR;0;;2025;X_DAC_HT;TR;0;0;#DIV/0!
2030;X_DAC_HT;TR;0;;2030;X_DAC_HT;TR;0;0;#DIV/0!
2035;X_DAC_HT;TR;0;;2035;X_DAC_HT;TR;0;0;#DIV/0!
2040;X_DAC_HT;TR;0;;2040;X_DAC_HT;TR;0;0;#DIV/0!
2045;X_DAC_HT;TR;0;;2045;X_DAC_HT;TR;0;0;#DIV/0!
2050;X_DAC_HT;TR;0;;2050;X_DAC_HT;TR;0;0;#DIV/0!
2018;X_DAC_LT;TR;0;;2018;X_DAC_LT;TR;0;0;#DIV/0!
2025;X_DAC_LT;TR;0;;2025;X_DAC_LT;TR;0;0;#DIV/0!
2030;X_DAC_LT;TR;0;;2030;X_DAC_LT;TR;0;0;#DIV/0!
2035;X_DAC_LT;TR;0;;2035;X_DAC_LT;TR;0;0;#DIV/0!
2040;X_DAC_LT;TR;0;;2040;X_DAC_LT;TR;0;0;#DIV/0!
2045;X_DAC_LT;TR;0;;2045;X_DAC_LT;TR;0;0;#DIV/0!
2050;X_DAC_LT;TR;0;;2050;X_DAC_LT;TR;0;0;#DIV/0!
2018;X_Electrolysis;TR;0;;2018;X_Electrolysis;TR;0;0;#DIV/0!
2025;X_Electrolysis;TR;268,5267029;;2025;X_Electrolysis;TR;426,7508435;-158,2241406;-59%
2030;X_Electrolysis;TR;387,5739503;;2030;X_Electrolysis;TR;590,9506665;-203,3767162;-52%
2035;X_Electrolysis;TR;449,1658982;;2035;X_Electrolysis;TR;705,469548;-256,3036498;-57%
2040;X_Electrolysis;TR;598,6021538;;2040;X_Electrolysis;TR;833,1351434;-234,5329896;-39%
2045;X_Electrolysis;TR;788,0238555;;2045;X_Electrolysis;TR;909,5949805;-121,571125;-15%
2050;X_Electrolysis;TR;881,4275044;;2050;X_Electrolysis;TR;1041,015127;-159,587623;-18%
2018;X_Fuel_Cell;TR;0;;2018;X_Fuel_Cell;TR;0;0;#DIV/0!
2025;X_Fuel_Cell;TR;0;;2025;X_Fuel_Cell;TR;0;0;#DIV/0!
2030;X_Fuel_Cell;TR;0;;2030;X_Fuel_Cell;TR;0;0;#DIV/0!
2035;X_Fuel_Cell;TR;0;;2035;X_Fuel_Cell;TR;0;0;#DIV/0!
2040;X_Fuel_Cell;TR;0;;2040;X_Fuel_Cell;TR;0;0;#DIV/0!
2045;X_Fuel_Cell;TR;0;;2045;X_Fuel_Cell;TR;0;0;#DIV/0!
2050;X_Fuel_Cell;TR;0;;2050;X_Fuel_Cell;TR;0;0;#DIV/0!
2018;X_Gasifier;TR;0;;2018;X_Gasifier;TR;0;0;#DIV/0!
2025;X_Gasifier;TR;0;;2025;X_Gasifier;TR;0;0;#DIV/0!
2030;X_Gasifier;TR;0;;2030;X_Gasifier;TR;0;0;#DIV/0!
2035;X_Gasifier;TR;0;;2035;X_Gasifier;TR;0;0;#DIV/0!
2040;X_Gasifier;TR;0;;2040;X_Gasifier;TR;0;0;#DIV/0!
2045;X_Gasifier;TR;0;;2045;X_Gasifier;TR;0;0;#DIV/0!
2050;X_Gasifier;TR;0;;2050;X_Gasifier;TR;0;0;#DIV/0!
2018;X_Liquifier;TR;0;;2018;X_Liquifier;TR;0;0;#DIV/0!
2025;X_Liquifier;TR;0;;2025;X_Liquifier;TR;0;0;#DIV/0!
2030;X_Liquifier;TR;0;;2030;X_Liquifier;TR;0;0;#DIV/0!
2035;X_Liquifier;TR;0;;2035;X_Liquifier;TR;0;0;#DIV/0!
2040;X_Liquifier;TR;0;;2040;X_Liquifier;TR;0;0;#DIV/0!
2045;X_Liquifier;TR;0;;2045;X_Liquifier;TR;0;0;#DIV/0!
2050;X_Liquifier;TR;0;;2050;X_Liquifier;TR;0;0;#DIV/0!
2018;X_Methanation;TR;0;;2018;X_Methanation;TR;0;0;#DIV/0!
2025;X_Methanation;TR;50,2080068;;2025;X_Methanation;TR;213,5631322;-163,3551254;-325%
2030;X_Methanation;TR;158,6271169;;2030;X_Methanation;TR;357,3806905;-198,7535736;-125%
2035;X_Methanation;TR;245,8519028;;2035;X_Methanation;TR;462,3548323;-216,5029295;-88%
2040;X_Methanation;TR;230,2357161;;2040;X_Methanation;TR;533,3480995;-303,1123834;-132%
2045;X_Methanation;TR;303,015517;;2045;X_Methanation;TR;679,5936637;-376,5781467;-124%
2050;X_Methanation;TR;581,1562404;;2050;X_Methanation;TR;817,2309331;-236,0746927;-41%
2018;X_Powerfuel;TR;0;;2018;X_Powerfuel;TR;0;0;#DIV/0!
2025;X_Powerfuel;TR;0;;2025;X_Powerfuel;TR;0;0;#DIV/0!
2030;X_Powerfuel;TR;0;;2030;X_Powerfuel;TR;0;0;#DIV/0!
2035;X_Powerfuel;TR;0;;2035;X_Powerfuel;TR;0;0;#DIV/0!
2040;X_Powerfuel;TR;0;;2040;X_Powerfuel;TR;0;0;#DIV/0!
2045;X_Powerfuel;TR;0;;2045;X_Powerfuel;TR;0;0;#DIV/0!
2050;X_Powerfuel;TR;0;;2050;X_Powerfuel;TR;0;0;#DIV/0!
2018;X_SMR;TR;0;;2018;X_SMR;TR;0;0;#DIV/0!
2025;X_SMR;TR;0;;2025;X_SMR;TR;0;0;#DIV/0!
2030;X_SMR;TR;0;;2030;X_SMR;TR;0;0;#DIV/0!
2035;X_SMR;TR;0;;2035;X_SMR;TR;0;0;#DIV/0!
2040;X_SMR;TR;0;;2040;X_SMR;TR;0;0;#DIV/0!
2045;X_SMR;TR;0;;2045;X_SMR;TR;0;0;#DIV/0!
2050;X_SMR;TR;0;;2050;X_SMR;TR;0;0;#DIV/0!
2018;X_SMR_CCS;TR;0;;2018;X_SMR_CCS;TR;0;0;#DIV/0!
2025;X_SMR_CCS;TR;0;;2025;X_SMR_CCS;TR;0;0;#DIV/0!
2030;X_SMR_CCS;TR;0;;2030;X_SMR_CCS;TR;0;0;#DIV/0!
2035;X_SMR_CCS;TR;0;;2035;X_SMR_CCS;TR;0;0;#DIV/0!
2040;X_SMR_CCS;TR;0;;2040;X_SMR_CCS;TR;0;0;#DIV/0!
2045;X_SMR_CCS;TR;0;;2045;X_SMR_CCS;TR;0;0;#DIV/0!
2050;X_SMR_CCS;TR;0;;2050;X_SMR_CCS;TR;0;0;#DIV/0!
2018;Z_ETS_Buy;TR;0;;2018;Z_ETS_Buy;TR;0;0;#DIV/0!
2025;Z_ETS_Buy;TR;0;;2025;Z_ETS_Buy;TR;0;0;#DIV/0!
2030;Z_ETS_Buy;TR;0;;2030;Z_ETS_Buy;TR;0;0;#DIV/0!
2035;Z_ETS_Buy;TR;0;;2035;Z_ETS_Buy;TR;0;0;#DIV/0!
2040;Z_ETS_Buy;TR;0;;2040;Z_ETS_Buy;TR;0;0;#DIV/0!
2045;Z_ETS_Buy;TR;0;;2045;Z_ETS_Buy;TR;0;0;#DIV/0!
2050;Z_ETS_Buy;TR;0;;2050;Z_ETS_Buy;TR;0;0;#DIV/0!
2018;Z_ETS_Sell;TR;0;;2018;Z_ETS_Sell;TR;0;0;#DIV/0!
2025;Z_ETS_Sell;TR;0;;2025;Z_ETS_Sell;TR;0;0;#DIV/0!
2030;Z_ETS_Sell;TR;0;;2030;Z_ETS_Sell;TR;0;0;#DIV/0!
2035;Z_ETS_Sell;TR;0;;2035;Z_ETS_Sell;TR;0;0;#DIV/0!
2040;Z_ETS_Sell;TR;0;;2040;Z_ETS_Sell;TR;0;0;#DIV/0!
2045;Z_ETS_Sell;TR;0;;2045;Z_ETS_Sell;TR;0;0;#DIV/0!
2050;Z_ETS_Sell;TR;0;;2050;Z_ETS_Sell;TR;0;0;#DIV/0!
2018;Z_Import_Gas;TR;2255,15062;;2018;Z_Import_Gas;TR;2222,466541;32,68407954;1%
2025;Z_Import_Gas;TR;0;;2025;Z_Import_Gas;TR;0;0;#DIV/0!
2030;Z_Import_Gas;TR;0;;2030;Z_Import_Gas;TR;0;0;#DIV/0!
2035;Z_Import_Gas;TR;0;;2035;Z_Import_Gas;TR;0;0;#DIV/0!
2040;Z_Import_Gas;TR;0;;2040;Z_Import_Gas;TR;0;0;#DIV/0!
2045;Z_Import_Gas;TR;0;;2045;Z_Import_Gas;TR;0;0;#DIV/0!
2050;Z_Import_Gas;TR;0;;2050;Z_Import_Gas;TR;0;0;#DIV/0!
2018;Z_Import_H2;TR;0;;2018;Z_Import_H2;TR;0;0;#DIV/0!
2025;Z_Import_H2;TR;0;;2025;Z_Import_H2;TR;0;0;#DIV/0!
2030;Z_Import_H2;TR;0;;2030;Z_Import_H2;TR;0;0;#DIV/0!
2035;Z_Import_H2;TR;0;;2035;Z_Import_H2;TR;0;0;#DIV/0!
2040;Z_Import_H2;TR;0;;2040;Z_Import_H2;TR;0;0;#DIV/0!
2045;Z_Import_H2;TR;0;;2045;Z_Import_H2;TR;0;0;#DIV/0!
2050;Z_Import_H2;TR;0;;2050;Z_Import_H2;TR;0;0;#DIV/0!
2018;Z_Import_Hardcoal;TR;1292,894865;;2018;Z_Import_Hardcoal;TR;1293,45753;-0,562664792;0%
2025;Z_Import_Hardcoal;TR;0;;2025;Z_Import_Hardcoal;TR;0;0;#DIV/0!
2030;Z_Import_Hardcoal;TR;0;;2030;Z_Import_Hardcoal;TR;0;0;#DIV/0!
2035;Z_Import_Hardcoal;TR;0;;2035;Z_Import_Hardcoal;TR;0;0;#DIV/0!
2040;Z_Import_Hardcoal;TR;0;;2040;Z_Import_Hardcoal;TR;0;0;#DIV/0!
2045;Z_Import_Hardcoal;TR;0;;2045;Z_Import_Hardcoal;TR;0;0;#DIV/0!
2050;Z_Import_Hardcoal;TR;0;;2050;Z_Import_Hardcoal;TR;0;0;#DIV/0!
2018;Z_Import_LNG;TR;0;;2018;Z_Import_LNG;TR;0;0;#DIV/0!
2025;Z_Import_LNG;TR;0;;2025;Z_Import_LNG;TR;0;0;#DIV/0!
2030;Z_Import_LNG;TR;0;;2030;Z_Import_LNG;TR;0;0;#DIV/0!
2035;Z_Import_LNG;TR;0;;2035;Z_Import_LNG;TR;0;0;#DIV/0!
2040;Z_Import_LNG;TR;0;;2040;Z_Import_LNG;TR;0;0;#DIV/0!
2045;Z_Import_LNG;TR;0;;2045;Z_Import_LNG;TR;0;0;#DIV/0!
2050;Z_Import_LNG;TR;0;;2050;Z_Import_LNG;TR;0;0;#DIV/0!
2018;Z_Import_Oil;TR;1520,744699;;2018;Z_Import_Oil;TR;0;1520,744699;100%
2025;Z_Import_Oil;TR;800,883102;;2025;Z_Import_Oil;TR;0;800,883102;100%
2030;Z_Import_Oil;TR;416,9059533;;2030;Z_Import_Oil;TR;0;416,9059533;100%
2035;Z_Import_Oil;TR;39,22504735;;2035;Z_Import_Oil;TR;0;39,22504735;100%
2040;Z_Import_Oil;TR;1,047471451;;2040;Z_Import_Oil;TR;0;1,047471451;100%
2045;Z_Import_Oil;TR;1,047647226;;2045;Z_Import_Oil;TR;1,735770979;-0,688123752;-66%
2050;Z_Import_Oil;TR;0;;2050;Z_Import_Oil;TR;1,027842714;-1,027842714;#DIV/0!
2018;Infeasibility_Power;TR;0;;2018;Infeasibility_Power;TR;0;0;#DIV/0!
2025;Infeasibility_Power;TR;0;;2025;Infeasibility_Power;TR;0;0;#DIV/0!
2030;Infeasibility_Power;TR;0;;2030;Infeasibility_Power;TR;0;0;#DIV/0!
2035;Infeasibility_Power;TR;0;;2035;Infeasibility_Power;TR;0;0;#DIV/0!
2040;Infeasibility_Power;TR;0;;2040;Infeasibility_Power;TR;0;0;#DIV/0!
2045;Infeasibility_Power;TR;0;;2045;Infeasibility_Power;TR;0;0;#DIV/0!
2050;Infeasibility_Power;TR;0;;2050;Infeasibility_Power;TR;0;0;#DIV/0!
2018;Infeasibility_HLI;TR;0;;2018;Infeasibility_HLI;TR;0;0;#DIV/0!
2025;Infeasibility_HLI;TR;0;;2025;Infeasibility_HLI;TR;0;0;#DIV/0!
2030;Infeasibility_HLI;TR;0;;2030;Infeasibility_HLI;TR;0;0;#DIV/0!
2035;Infeasibility_HLI;TR;0;;2035;Infeasibility_HLI;TR;0;0;#DIV/0!
2040;Infeasibility_HLI;TR;0;;2040;Infeasibility_HLI;TR;0;0;#DIV/0!
2045;Infeasibility_HLI;TR;0;;2045;Infeasibility_HLI;TR;0;0;#DIV/0!
