x1;x2;x3;y;;x1;x2;x3;y;diff;
2025;HLI_Oil_Boiler;EE;0;;2025;HLI_Oil_Boiler;EE;0;0;#DIV/0!
2030;HLI_Oil_Boiler;EE;0;;2030;HLI_Oil_Boiler;EE;0;0;#DIV/0!
2035;HLI_Oil_Boiler;EE;0;;2035;HLI_Oil_Boiler;EE;0;0;#DIV/0!
2040;HLI_Oil_Boiler;EE;0;;2040;HLI_Oil_Boiler;EE;0;0;#DIV/0!
2045;HLI_Oil_Boiler;EE;0;;2045;HLI_Oil_Boiler;EE;0;0;#DIV/0!
2050;HLI_Oil_Boiler;EE;0;;2050;HLI_Oil_Boiler;EE;0;0;#DIV/0!
2018;HLI_Solar_Thermal;EE;0;;2018;HLI_Solar_Thermal;EE;0;0;#DIV/0!
2025;HLI_Solar_Thermal;EE;0,164828165;;2025;HLI_Solar_Thermal;EE;0,164828165;0;0%
2030;HLI_Solar_Thermal;EE;0,164828165;;2030;HLI_Solar_Thermal;EE;0,164828165;0;0%
2035;HLI_Solar_Thermal;EE;0,164828165;;2035;HLI_Solar_Thermal;EE;0,164828165;0;0%
2040;HLI_Solar_Thermal;EE;0,164828165;;2040;HLI_Solar_Thermal;EE;0,164828165;0;0%
2045;HLI_Solar_Thermal;EE;0,164828165;;2045;HLI_Solar_Thermal;EE;0,164828165;0;0%
2050;HLI_Solar_Thermal;EE;0;;2050;HLI_Solar_Thermal;EE;0;0;#DIV/0!
2018;HLR_Biomass;EE;12,42639498;;2018;HLR_Biomass;EE;12,42639498;0;0%
2025;HLR_Biomass;EE;2,028569936;;2025;HLR_Biomass;EE;2,167696339;-0,139126403;-7%
2030;HLR_Biomass;EE;1,95592139;;2030;HLR_Biomass;EE;1,301112288;0,654809102;33%
2035;HLR_Biomass;EE;0,749524515;;2035;HLR_Biomass;EE;0,523957216;0,225567299;30%
2040;HLR_Biomass;EE;0;;2040;HLR_Biomass;EE;0;0;#DIV/0!
2045;HLR_Biomass;EE;0;;2045;HLR_Biomass;EE;0;0;#DIV/0!
2050;HLR_Biomass;EE;0;;2050;HLR_Biomass;EE;0;0;#DIV/0!
2018;HLR_Direct_Electric;EE;0;;2018;HLR_Direct_Electric;EE;0;0;#DIV/0!
2025;HLR_Direct_Electric;EE;1,274533747;;2025;HLR_Direct_Electric;EE;13,32398074;-12,04944699;-945%
2030;HLR_Direct_Electric;EE;0,765214733;;2030;HLR_Direct_Electric;EE;12,33472774;-11,56951301;-1512%
2035;HLR_Direct_Electric;EE;0,197593357;;2035;HLR_Direct_Electric;EE;11,3581788;-11,16058545;-5648%
2040;HLR_Direct_Electric;EE;0;;2040;HLR_Direct_Electric;EE;10,19631386;-10,19631386;#DIV/0!
2045;HLR_Direct_Electric;EE;0;;2045;HLR_Direct_Electric;EE;7,758738042;-7,758738042;#DIV/0!
2050;HLR_Direct_Electric;EE;0;;2050;HLR_Direct_Electric;EE;11,18924564;-11,18924564;#DIV/0!
2018;HLR_Gas_Boiler;EE;30,08159679;;2018;HLR_Gas_Boiler;EE;29,97324693;0,108349859;0%
2025;HLR_Gas_Boiler;EE;0;;2025;HLR_Gas_Boiler;EE;0;0;#DIV/0!
2030;HLR_Gas_Boiler;EE;0,124863092;;2030;HLR_Gas_Boiler;EE;0,085231011;0,039632081;32%
2035;HLR_Gas_Boiler;EE;0;;2035;HLR_Gas_Boiler;EE;0;0;#DIV/0!
2040;HLR_Gas_Boiler;EE;0;;2040;HLR_Gas_Boiler;EE;0;0;#DIV/0!
2045;HLR_Gas_Boiler;EE;0;;2045;HLR_Gas_Boiler;EE;0,162216777;-0,162216777;#DIV/0!
2050;HLR_Gas_Boiler;EE;0,24525938;;2050;HLR_Gas_Boiler;EE;0,413220701;-0,167961321;-68%
2018;HLR_Geothermal;EE;0;;2018;HLR_Geothermal;EE;0;0;#DIV/0!
2025;HLR_Geothermal;EE;0;;2025;HLR_Geothermal;EE;0;0;#DIV/0!
2030;HLR_Geothermal;EE;0;;2030;HLR_Geothermal;EE;0;0;#DIV/0!
2035;HLR_Geothermal;EE;0;;2035;HLR_Geothermal;EE;0;0;#DIV/0!
2040;HLR_Geothermal;EE;0;;2040;HLR_Geothermal;EE;0;0;#DIV/0!
2045;HLR_Geothermal;EE;0;;2045;HLR_Geothermal;EE;0;0;#DIV/0!
2050;HLR_Geothermal;EE;0;;2050;HLR_Geothermal;EE;0;0;#DIV/0!
2018;HLR_H2_Boiler;EE;0;;2018;HLR_H2_Boiler;EE;0;0;#DIV/0!
2025;HLR_H2_Boiler;EE;0;;2025;HLR_H2_Boiler;EE;0;0;#DIV/0!
2030;HLR_H2_Boiler;EE;0,852193413;;2030;HLR_H2_Boiler;EE;1,207746158;-0,355552745;-42%
2035;HLR_H2_Boiler;EE;0,568128942;;2035;HLR_H2_Boiler;EE;0,911899711;-0,34377077;-61%
2040;HLR_H2_Boiler;EE;0,284064471;;2040;HLR_H2_Boiler;EE;0;0,284064471;100%
2045;HLR_H2_Boiler;EE;0;;2045;HLR_H2_Boiler;EE;0;0;#DIV/0!
2050;HLR_H2_Boiler;EE;3,003798624;;2050;HLR_H2_Boiler;EE;3,29908321;-0,295284586;-10%
2018;HLR_Hardcoal;EE;0;;2018;HLR_Hardcoal;EE;0;0;#DIV/0!
2025;HLR_Hardcoal;EE;0;;2025;HLR_Hardcoal;EE;0;0;#DIV/0!
2030;HLR_Hardcoal;EE;0;;2030;HLR_Hardcoal;EE;0;0;#DIV/0!
2035;HLR_Hardcoal;EE;0;;2035;HLR_Hardcoal;EE;0;0;#DIV/0!
2040;HLR_Hardcoal;EE;0;;2040;HLR_Hardcoal;EE;0;0;#DIV/0!
2045;HLR_Hardcoal;EE;0;;2045;HLR_Hardcoal;EE;0;0;#DIV/0!
2050;HLR_Hardcoal;EE;0;;2050;HLR_Hardcoal;EE;0;0;#DIV/0!
2018;HLR_Heatpump_Aerial;EE;0;;2018;HLR_Heatpump_Aerial;EE;0;0;#DIV/0!
2025;HLR_Heatpump_Aerial;EE;9,764782672;;2025;HLR_Heatpump_Aerial;EE;10,92783189;-1,163049219;-12%
2030;HLR_Heatpump_Aerial;EE;9,734144265;;2030;HLR_Heatpump_Aerial;EE;10,5418687;-0,807724437;-8%
2035;HLR_Heatpump_Aerial;EE;9,707629013;;2035;HLR_Heatpump_Aerial;EE;10,45317068;-0,745541671;-8%
2040;HLR_Heatpump_Aerial;EE;8,383086506;;2040;HLR_Heatpump_Aerial;EE;10,25162737;-1,868540867;-22%
2045;HLR_Heatpump_Aerial;EE;6,003106194;;2045;HLR_Heatpump_Aerial;EE;9,614326021;-3,611219827;-60%
2050;HLR_Heatpump_Aerial;EE;0;;2050;HLR_Heatpump_Aerial;EE;0;0;#DIV/0!
2018;HLR_Heatpump_Ground;EE;0;;2018;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2025;HLR_Heatpump_Ground;EE;0;;2025;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2030;HLR_Heatpump_Ground;EE;0;;2030;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2035;HLR_Heatpump_Ground;EE;0;;2035;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2040;HLR_Heatpump_Ground;EE;0;;2040;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2045;HLR_Heatpump_Ground;EE;0;;2045;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2050;HLR_Heatpump_Ground;EE;0;;2050;HLR_Heatpump_Ground;EE;0;0;#DIV/0!
2018;HLR_Lignite;EE;0;;2018;HLR_Lignite;EE;0;0;#DIV/0!
2025;HLR_Lignite;EE;0;;2025;HLR_Lignite;EE;0;0;#DIV/0!
2030;HLR_Lignite;EE;0;;2030;HLR_Lignite;EE;0;0;#DIV/0!
2035;HLR_Lignite;EE;0;;2035;HLR_Lignite;EE;0;0;#DIV/0!
2040;HLR_Lignite;EE;0;;2040;HLR_Lignite;EE;0;0;#DIV/0!
2045;HLR_Lignite;EE;0;;2045;HLR_Lignite;EE;0;0;#DIV/0!
2050;HLR_Lignite;EE;0;;2050;HLR_Lignite;EE;0;0;#DIV/0!
2018;HLR_Oil_Boiler;EE;0;;2018;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2025;HLR_Oil_Boiler;EE;0;;2025;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2030;HLR_Oil_Boiler;EE;0;;2030;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2035;HLR_Oil_Boiler;EE;0;;2035;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2040;HLR_Oil_Boiler;EE;0;;2040;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2045;HLR_Oil_Boiler;EE;0;;2045;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2050;HLR_Oil_Boiler;EE;0;;2050;HLR_Oil_Boiler;EE;0;0;#DIV/0!
2018;HLR_Solar_Thermal;EE;0;;2018;HLR_Solar_Thermal;EE;0;0;#DIV/0!
2025;HLR_Solar_Thermal;EE;30,2495328;;2025;HLR_Solar_Thermal;EE;17,93279975;12,31673305;41%
2030;HLR_Solar_Thermal;EE;29,89420802;;2030;HLR_Solar_Thermal;EE;17,93279975;11,96140827;40%
2035;HLR_Solar_Thermal;EE;29,58670096;;2035;HLR_Solar_Thermal;EE;17,93279975;11,65390121;39%
2040;HLR_Solar_Thermal;EE;29,21359001;;2040;HLR_Solar_Thermal;EE;17,93279975;11,28079026;39%
2045;HLR_Solar_Thermal;EE;28,84281517;;2045;HLR_Solar_Thermal;EE;17,93279975;10,91001542;38%
2050;HLR_Solar_Thermal;EE;28,99496803;;2050;HLR_Solar_Thermal;EE;17,93279975;11,06216828;38%
2018;HMI_Biomass;EE;1,42164288;;2018;HMI_Biomass;EE;1,42164288;0;0%
2025;HMI_Biomass;EE;3,089353643;;2025;HMI_Biomass;EE;0,890082252;2,19927139;71%
2030;HMI_Biomass;EE;3,010236126;;2030;HMI_Biomass;EE;0;3,010236126;100%
2035;HMI_Biomass;EE;2,640507786;;2035;HMI_Biomass;EE;0;2,640507786;100%
2040;HMI_Biomass;EE;1,779068647;;2040;HMI_Biomass;EE;0,871671725;0,907396922;51%
2045;HMI_Biomass;EE;1,332086466;;2045;HMI_Biomass;EE;0,875878809;0,456207656;34%
2050;HMI_Biomass;EE;3,10331348;;2050;HMI_Biomass;EE;0,858315941;2,244997539;72%
2018;HMI_H2;EE;0;;2018;HMI_H2;EE;0;0;#DIV/0!
2025;HMI_H2;EE;0;;2025;HMI_H2;EE;0;0;#DIV/0!
2030;HMI_H2;EE;0;;2030;HMI_H2;EE;0;0;#DIV/0!
2035;HMI_H2;EE;0;;2035;HMI_H2;EE;0;0;#DIV/0!
2040;HMI_H2;EE;0;;2040;HMI_H2;EE;0;0;#DIV/0!
2045;HMI_H2;EE;0;;2045;HMI_H2;EE;0;0;#DIV/0!
2050;HMI_H2;EE;0;;2050;HMI_H2;EE;0;0;#DIV/0!
2018;HMI_Gas;EE;6,788178948;;2018;HMI_Gas;EE;6,788178948;0;0%
2025;HMI_Gas;EE;2,566690627;;2025;HMI_Gas;EE;4,77117319;-2,204482563;-86%
2030;HMI_Gas;EE;2,53041693;;2030;HMI_Gas;EE;4,703744693;-2,173327763;-86%
2035;HMI_Gas;EE;2,521350806;;2035;HMI_Gas;EE;4,686891845;-2,165541039;-86%
2040;HMI_Gas;EE;2,528404076;;2040;HMI_Gas;EE;4,700003036;-2,17159896;-86%
2045;HMI_Gas;EE;3,45174486;;2045;HMI_Gas;EE;4,722687392;-1,270942532;-37%
2050;HMI_Gas;EE;2,578288711;;2050;HMI_Gas;EE;4,82328625;-2,244997539;-87%
2018;HMI_Gas_CCS;EE;0;;2018;HMI_Gas_CCS;EE;0;0;#DIV/0!
2025;HMI_Gas_CCS;EE;0;;2025;HMI_Gas_CCS;EE;0;0;#DIV/0!
2030;HMI_Gas_CCS;EE;0;;2030;HMI_Gas_CCS;EE;0;0;#DIV/0!
2035;HMI_Gas_CCS;EE;0;;2035;HMI_Gas_CCS;EE;0;0;#DIV/0!
2040;HMI_Gas_CCS;EE;0;;2040;HMI_Gas_CCS;EE;0;0;#DIV/0!
2045;HMI_Gas_CCS;EE;0;;2045;HMI_Gas_CCS;EE;0;0;#DIV/0!
2050;HMI_Gas_CCS;EE;0;;2050;HMI_Gas_CCS;EE;0;0;#DIV/0!
2018;HMI_HardCoal;EE;0;;2018;HMI_HardCoal;EE;0;0;#DIV/0!
2025;HMI_HardCoal;EE;0;;2025;HMI_HardCoal;EE;0;0;#DIV/0!
2030;HMI_HardCoal;EE;0;;2030;HMI_HardCoal;EE;0;0;#DIV/0!
2035;HMI_HardCoal;EE;0;;2035;HMI_HardCoal;EE;0;0;#DIV/0!
2040;HMI_HardCoal;EE;0;;2040;HMI_HardCoal;EE;0;0;#DIV/0!
2045;HMI_HardCoal;EE;0;;2045;HMI_HardCoal;EE;0;0;#DIV/0!
2050;HMI_HardCoal;EE;0;;2050;HMI_HardCoal;EE;0;0;#DIV/0!
2018;HMI_HardCoal_CCS;EE;0;;2018;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2025;HMI_HardCoal_CCS;EE;0;;2025;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2030;HMI_HardCoal_CCS;EE;0;;2030;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2035;HMI_HardCoal_CCS;EE;0;;2035;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2040;HMI_HardCoal_CCS;EE;0;;2040;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2045;HMI_HardCoal_CCS;EE;0;;2045;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2050;HMI_HardCoal_CCS;EE;0;;2050;HMI_HardCoal_CCS;EE;0;0;#DIV/0!
2018;HMI_Oil;EE;0;;2018;HMI_Oil;EE;0;0;#DIV/0!
2025;HMI_Oil;EE;0;;2025;HMI_Oil;EE;0;0;#DIV/0!
2030;HMI_Oil;EE;0;;2030;HMI_Oil;EE;0;0;#DIV/0!
2035;HMI_Oil;EE;0;;2035;HMI_Oil;EE;0;0;#DIV/0!
2040;HMI_Oil;EE;0;;2040;HMI_Oil;EE;0;0;#DIV/0!
2045;HMI_Oil;EE;0;;2045;HMI_Oil;EE;0;0;#DIV/0!
2050;HMI_Oil;EE;0;;2050;HMI_Oil;EE;0;0;#DIV/0!
2018;HMI_Steam_Electric;EE;0;;2018;HMI_Steam_Electric;EE;0;0;#DIV/0!
2025;HMI_Steam_Electric;EE;2,500217097;;2025;HMI_Steam_Electric;EE;2,495005924;0,005211173;0%
2030;HMI_Steam_Electric;EE;2,500340132;;2030;HMI_Steam_Electric;EE;3,337248495;-0,836908363;-33%
2035;HMI_Steam_Electric;EE;2,850324861;;2035;HMI_Steam_Electric;EE;3,325291608;-0,474966747;-17%
2040;HMI_Steam_Electric;EE;3,727124149;;2040;HMI_Steam_Electric;EE;2,462922111;1,264202038;34%
2045;HMI_Steam_Electric;EE;4,200681726;;2045;HMI_Steam_Electric;EE;2,474809295;1,72587243;41%
2050;HMI_Steam_Electric;EE;2,511514807;;2050;HMI_Steam_Electric;EE;2,542068406;-0,030553599;-1%
2018;P_Biomass;EE;0;;2018;P_Biomass;EE;0;0;#DIV/0!
2025;P_Biomass;EE;0;;2025;P_Biomass;EE;0;0;#DIV/0!
2030;P_Biomass;EE;0;;2030;P_Biomass;EE;0;0;#DIV/0!
2035;P_Biomass;EE;0;;2035;P_Biomass;EE;0;0;#DIV/0!
2040;P_Biomass;EE;0;;2040;P_Biomass;EE;0;0;#DIV/0!
2045;P_Biomass;EE;0;;2045;P_Biomass;EE;0;0;#DIV/0!
2050;P_Biomass;EE;0;;2050;P_Biomass;EE;0;0;#DIV/0!
2018;P_Biomass_CCS;EE;0;;2018;P_Biomass_CCS;EE;0;0;#DIV/0!
2025;P_Biomass_CCS;EE;0;;2025;P_Biomass_CCS;EE;0;0;#DIV/0!
2030;P_Biomass_CCS;EE;0;;2030;P_Biomass_CCS;EE;0;0;#DIV/0!
2035;P_Biomass_CCS;EE;0;;2035;P_Biomass_CCS;EE;0;0;#DIV/0!
2040;P_Biomass_CCS;EE;0;;2040;P_Biomass_CCS;EE;0;0;#DIV/0!
2045;P_Biomass_CCS;EE;0;;2045;P_Biomass_CCS;EE;0;0;#DIV/0!
2050;P_Biomass_CCS;EE;0;;2050;P_Biomass_CCS;EE;0;0;#DIV/0!
2018;P_Coal_Hardcoal;EE;42,32420427;;2018;P_Coal_Hardcoal;EE;34,01571709;8,308487182;20%
2025;P_Coal_Hardcoal;EE;0;;2025;P_Coal_Hardcoal;EE;0;0;#DIV/0!
2030;P_Coal_Hardcoal;EE;0;;2030;P_Coal_Hardcoal;EE;0;0;#DIV/0!
2035;P_Coal_Hardcoal;EE;0;;2035;P_Coal_Hardcoal;EE;0;0;#DIV/0!
2040;P_Coal_Hardcoal;EE;0;;2040;P_Coal_Hardcoal;EE;0;0;#DIV/0!
2045;P_Coal_Hardcoal;EE;0;;2045;P_Coal_Hardcoal;EE;0;0;#DIV/0!
2050;P_Coal_Hardcoal;EE;0;;2050;P_Coal_Hardcoal;EE;0;0;#DIV/0!
2018;P_Coal_Hardcoal_CCS;EE;0;;2018;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2025;P_Coal_Hardcoal_CCS;EE;0;;2025;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2030;P_Coal_Hardcoal_CCS;EE;0;;2030;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2035;P_Coal_Hardcoal_CCS;EE;0;;2035;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2040;P_Coal_Hardcoal_CCS;EE;0;;2040;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2045;P_Coal_Hardcoal_CCS;EE;0;;2045;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2050;P_Coal_Hardcoal_CCS;EE;0;;2050;P_Coal_Hardcoal_CCS;EE;0;0;#DIV/0!
2018;P_Coal_Lignite;EE;0;;2018;P_Coal_Lignite;EE;0;0;#DIV/0!
2025;P_Coal_Lignite;EE;0;;2025;P_Coal_Lignite;EE;0;0;#DIV/0!
2030;P_Coal_Lignite;EE;0;;2030;P_Coal_Lignite;EE;0;0;#DIV/0!
2035;P_Coal_Lignite;EE;0;;2035;P_Coal_Lignite;EE;0;0;#DIV/0!
2040;P_Coal_Lignite;EE;0;;2040;P_Coal_Lignite;EE;0;0;#DIV/0!
2045;P_Coal_Lignite;EE;0;;2045;P_Coal_Lignite;EE;0;0;#DIV/0!
2050;P_Coal_Lignite;EE;0;;2050;P_Coal_Lignite;EE;0;0;#DIV/0!
2018;P_Coal_Lignite_CCS;EE;0;;2018;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2025;P_Coal_Lignite_CCS;EE;0;;2025;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2030;P_Coal_Lignite_CCS;EE;0;;2030;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2035;P_Coal_Lignite_CCS;EE;0;;2035;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2040;P_Coal_Lignite_CCS;EE;0;;2040;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2045;P_Coal_Lignite_CCS;EE;0;;2045;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2050;P_Coal_Lignite_CCS;EE;0;;2050;P_Coal_Lignite_CCS;EE;0;0;#DIV/0!
2018;P_Gas_CCGT;EE;0;;2018;P_Gas_CCGT;EE;0;0;#DIV/0!
2025;P_Gas_CCGT;EE;0;;2025;P_Gas_CCGT;EE;0;0;#DIV/0!
2030;P_Gas_CCGT;EE;0;;2030;P_Gas_CCGT;EE;0;0;#DIV/0!
2035;P_Gas_CCGT;EE;0;;2035;P_Gas_CCGT;EE;0;0;#DIV/0!
2040;P_Gas_CCGT;EE;0;;2040;P_Gas_CCGT;EE;0;0;#DIV/0!
2045;P_Gas_CCGT;EE;0;;2045;P_Gas_CCGT;EE;0;0;#DIV/0!
2050;P_Gas_CCGT;EE;0;;2050;P_Gas_CCGT;EE;0;0;#DIV/0!
2018;P_Gas_Engines;EE;0;;2018;P_Gas_Engines;EE;0;0;#DIV/0!
2025;P_Gas_Engines;EE;0;;2025;P_Gas_Engines;EE;0;0;#DIV/0!
2030;P_Gas_Engines;EE;0;;2030;P_Gas_Engines;EE;0;0;#DIV/0!
2035;P_Gas_Engines;EE;0;;2035;P_Gas_Engines;EE;0;0;#DIV/0!
2040;P_Gas_Engines;EE;0;;2040;P_Gas_Engines;EE;0;0;#DIV/0!
2045;P_Gas_Engines;EE;0;;2045;P_Gas_Engines;EE;0;0;#DIV/0!
2050;P_Gas_Engines;EE;0;;2050;P_Gas_Engines;EE;0;0;#DIV/0!
2018;P_Gas_OCGT;EE;0;;2018;P_Gas_OCGT;EE;0;0;#DIV/0!
2025;P_Gas_OCGT;EE;0;;2025;P_Gas_OCGT;EE;0;0;#DIV/0!
2030;P_Gas_OCGT;EE;0;;2030;P_Gas_OCGT;EE;0;0;#DIV/0!
2035;P_Gas_OCGT;EE;0;;2035;P_Gas_OCGT;EE;0;0;#DIV/0!
2040;P_Gas_OCGT;EE;0;;2040;P_Gas_OCGT;EE;0;0;#DIV/0!
2045;P_Gas_OCGT;EE;0;;2045;P_Gas_OCGT;EE;0;0;#DIV/0!
2050;P_Gas_OCGT;EE;0;;2050;P_Gas_OCGT;EE;0;0;#DIV/0!
2018;P_Gas_CCS;EE;0;;2018;P_Gas_CCS;EE;0;0;#DIV/0!
2025;P_Gas_CCS;EE;0;;2025;P_Gas_CCS;EE;0;0;#DIV/0!
2030;P_Gas_CCS;EE;0;;2030;P_Gas_CCS;EE;0;0;#DIV/0!
2035;P_Gas_CCS;EE;0;;2035;P_Gas_CCS;EE;0;0;#DIV/0!
2040;P_Gas_CCS;EE;0;;2040;P_Gas_CCS;EE;0;0;#DIV/0!
2045;P_Gas_CCS;EE;0;;2045;P_Gas_CCS;EE;0;0;#DIV/0!
2050;P_Gas_CCS;EE;0;;2050;P_Gas_CCS;EE;0;0;#DIV/0!
2018;P_H2_OCGT;EE;0;;2018;P_H2_OCGT;EE;0;0;#DIV/0!
2025;P_H2_OCGT;EE;0;;2025;P_H2_OCGT;EE;0;0;#DIV/0!
2030;P_H2_OCGT;EE;0;;2030;P_H2_OCGT;EE;0;0;#DIV/0!
2035;P_H2_OCGT;EE;0;;2035;P_H2_OCGT;EE;0;0;#DIV/0!
2040;P_H2_OCGT;EE;0;;2040;P_H2_OCGT;EE;0;0;#DIV/0!
2045;P_H2_OCGT;EE;0;;2045;P_H2_OCGT;EE;0;0;#DIV/0!
2050;P_H2_OCGT;EE;0;;2050;P_H2_OCGT;EE;0;0;#DIV/0!
2018;P_Nuclear;EE;0;;2018;P_Nuclear;EE;0;0;#DIV/0!
2025;P_Nuclear;EE;0;;2025;P_Nuclear;EE;0;0;#DIV/0!
2030;P_Nuclear;EE;0;;2030;P_Nuclear;EE;0;0;#DIV/0!
2035;P_Nuclear;EE;0;;2035;P_Nuclear;EE;0;0;#DIV/0!
2040;P_Nuclear;EE;0;;2040;P_Nuclear;EE;0;0;#DIV/0!
2045;P_Nuclear;EE;0;;2045;P_Nuclear;EE;0;0;#DIV/0!
2050;P_Nuclear;EE;0;;2050;P_Nuclear;EE;0;0;#DIV/0!
2018;P_Oil;EE;0;;2018;P_Oil;EE;0;0;#DIV/0!
2025;P_Oil;EE;0;;2025;P_Oil;EE;0;0;#DIV/0!
2030;P_Oil;EE;0;;2030;P_Oil;EE;0;0;#DIV/0!
2035;P_Oil;EE;0;;2035;P_Oil;EE;0;0;#DIV/0!
2040;P_Oil;EE;0;;2040;P_Oil;EE;0;0;#DIV/0!
2045;P_Oil;EE;0;;2045;P_Oil;EE;0;0;#DIV/0!
2050;P_Oil;EE;0;;2050;P_Oil;EE;0;0;#DIV/0!
2018;PSNG_Air_Bio;EE;0;;2018;PSNG_Air_Bio;EE;0;0;#DIV/0!
2025;PSNG_Air_Bio;EE;0;;2025;PSNG_Air_Bio;EE;0;0;#DIV/0!
2030;PSNG_Air_Bio;EE;0;;2030;PSNG_Air_Bio;EE;0;0;#DIV/0!
2035;PSNG_Air_Bio;EE;0;;2035;PSNG_Air_Bio;EE;0;0;#DIV/0!
2040;PSNG_Air_Bio;EE;0;;2040;PSNG_Air_Bio;EE;0;0;#DIV/0!
2045;PSNG_Air_Bio;EE;0;;2045;PSNG_Air_Bio;EE;0;0;#DIV/0!
2050;PSNG_Air_Bio;EE;0;;2050;PSNG_Air_Bio;EE;0;0;#DIV/0!
2018;PSNG_Air_Conv;EE;1,501300685;;2018;PSNG_Air_Conv;EE;0,180201574;1,321099111;88%
2025;PSNG_Air_Conv;EE;1,16068275;;2025;PSNG_Air_Conv;EE;0,180201574;0,980481175;84%
2030;PSNG_Air_Conv;EE;0,494948287;;2030;PSNG_Air_Conv;EE;0,180201574;0,314746713;64%
2035;PSNG_Air_Conv;EE;0,163332935;;2035;PSNG_Air_Conv;EE;0,019999951;0,143332984;88%
2040;PSNG_Air_Conv;EE;0;;2040;PSNG_Air_Conv;EE;0,019999951;-0,019999951;#DIV/0!
2045;PSNG_Air_Conv;EE;0;;2045;PSNG_Air_Conv;EE;0,019999951;-0,019999951;#DIV/0!
2050;PSNG_Air_Conv;EE;0;;2050;PSNG_Air_Conv;EE;0,019999951;-0,019999951;#DIV/0!
2018;PSNG_Air_H2;EE;0;;2018;PSNG_Air_H2;EE;0;0;#DIV/0!
2025;PSNG_Air_H2;EE;0,331623643;;2025;PSNG_Air_H2;EE;0;0,331623643;100%
2030;PSNG_Air_H2;EE;0,824913811;;2030;PSNG_Air_H2;EE;0;0,824913811;100%
2035;PSNG_Air_H2;EE;1,143330543;;2035;PSNG_Air_H2;EE;0,139999654;1,003330889;88%
2040;PSNG_Air_H2;EE;1,293596843;;2040;PSNG_Air_H2;EE;0,139999654;1,153597189;89%
2045;PSNG_Air_H2;EE;1,280660874;;2045;PSNG_Air_H2;EE;0,139999654;1,140661221;89%
2050;PSNG_Air_H2;EE;1,109372482;;2050;PSNG_Air_H2;EE;0,139999654;0,969372829;87%
2018;PSNG_Rail_Conv;EE;0;;2018;PSNG_Rail_Conv;EE;0,019799951;-0,019799951;#DIV/0!
2025;PSNG_Rail_Conv;EE;0;;2025;PSNG_Rail_Conv;EE;0,019799951;-0,019799951;#DIV/0!
2030;PSNG_Rail_Conv;EE;0;;2030;PSNG_Rail_Conv;EE;0,019799951;-0,019799951;#DIV/0!
2035;PSNG_Rail_Conv;EE;0;;2035;PSNG_Rail_Conv;EE;0,019799951;-0,019799951;#DIV/0!
2040;PSNG_Rail_Conv;EE;0;;2040;PSNG_Rail_Conv;EE;0,019799951;-0,019799951;#DIV/0!
2045;PSNG_Rail_Conv;EE;0;;2045;PSNG_Rail_Conv;EE;0;0;#DIV/0!
2050;PSNG_Rail_Conv;EE;0;;2050;PSNG_Rail_Conv;EE;0;0;#DIV/0!
2018;PSNG_Rail_Electric;EE;0,667244749;;2018;PSNG_Rail_Electric;EE;0,065534641;0,601710108;90%
2025;PSNG_Rail_Electric;EE;1,01484067;;2025;PSNG_Rail_Electric;EE;0,065534641;0,949306029;94%
2030;PSNG_Rail_Electric;EE;1,223305939;;2030;PSNG_Rail_Electric;EE;0,065534641;1,157771298;95%
2035;PSNG_Rail_Electric;EE;1,855675864;;2035;PSNG_Rail_Electric;EE;0,065534641;1,790141222;96%
2040;PSNG_Rail_Electric;EE;2,179985805;;2040;PSNG_Rail_Electric;EE;0,31519922;1,864786585;86%
2045;PSNG_Rail_Electric;EE;2,44315737;;2045;PSNG_Rail_Electric;EE;0,31519922;2,12795815;87%
